            160221104740                       0                      11                       1                       1                       0                    0.15                       1                    0.02                 2.85508              0.00196712             1.27749e-09               0.0202066             0.000227984             4.93044e-06                0.854784                0.151883             0.000104244
            160221104736                       0                      11                       1                       1                       9                    0.15                       1                    0.02                 2.85508               0.0701488             2.60562e-08               0.0202066             7.52444e-05              5.0077e-06                0.518278                0.151597             0.000118601
            160221104739                       0                      11                       1                       1                      13                    0.15                       1                    0.02                 2.85508               0.0953895             1.52791e-08               0.0202066             6.66313e-05             5.00554e-06                0.491771                0.151591             0.000121448
            160221104738                       0                      11                       1                       1                      11                    0.15                       1                    0.02                 2.85508               0.0829545             2.56943e-08               0.0202066             6.94339e-05             5.00654e-06                0.500577                0.151593             0.000120538
            160221104740                       1                      11                       1                       1                       0                    0.15                       1                    0.04                 2.81525              0.00371259             1.14923e-09               0.0200766             0.000734288             5.47942e-06                 1.49755                0.152781             0.000280339
            160221104543                       0                      12                       1                       1                       0                    0.15                       1                    1.15                0.661498               0.0254708             1.71926e-12              0.00656283                0.562334             0.000330842                 239.418                0.251591                0.176546
            160221104736                       1                      11                       1                       1                       9                    0.15                       1                    0.04                 2.81526               0.0956695             6.09153e-09               0.0200766             0.000176461             5.37529e-06                0.551698                0.152338             0.000276704
            160221104739                       1                      11                       1                       1                      13                    0.15                       1                    0.04                 2.81525                0.121664             7.91451e-09               0.0200766              0.00017871             5.36608e-06                0.497152                0.152332             0.000281416
            160221104738                       1                      11                       1                       1                      11                    0.15                       1                    0.04                 2.81526                0.109048             1.39186e-08               0.0200766             0.000178008             5.36971e-06                0.515246                0.152334             0.000279941
            160221105453                       0                      11                       1                       1                       0                    0.15                       1                     0.7                 1.50652               0.0457621             1.01036e-13               0.0158474                 0.18647              0.00021914                 34.6558                0.191651               0.0569828
            160221104740                       2                      11                       1                       1                       0                    0.15                       1                    0.06                  2.7754              0.00543559             9.54646e-10               0.0199468              0.00152673             6.35897e-06                 2.15032                0.153691             0.000541948
            160221105454                       0                      11                       1                       1                       0                    0.15                    0.15                     0.7                 1.50577                0.999604             5.68746e-14               0.0158482             1.22046e-05             4.31803e-06                 0.16392                0.132118              0.00405742
            160221105454                       0                      11                       1                       1                       0                    0.15                    0.15                     0.7                 1.50577                0.999604             5.68746e-14               0.0158482             1.22046e-05             4.31803e-06                 0.16392                0.132118              0.00405742
            160221105457                       0                      11                       1                       1                       0                     0.1                       1                     0.2                 2.47861               0.0140605             4.31506e-12               0.0284756               0.0221459             3.27284e-05                 5.92101                0.107351              0.00840803
            160221105456                       0                      11                       1                       1                       0                     0.1                    0.15                     0.2                 2.47858               0.0671097             5.02549e-14               0.0284755               0.0157018             2.47502e-05                 4.96265                0.105534               0.0137742
            160221104736                       2                      11                       1                       1                       9                    0.15                       1                    0.06                  2.7754                0.121174             1.24484e-08               0.0199467             0.000353978              5.9289e-06                0.659224                 0.15309             0.000500524
            160221104739                       2                      11                       1                       1                      13                    0.15                       1                    0.06                  2.7754                 0.14795             1.92598e-08               0.0199467             0.000357483             5.91187e-06                0.666402                0.153083             0.000507816
            160221105457                       1                      11                       1                       1                       0                   0.099                       1                     0.2                 2.47806               0.0140028               2.273e-08               0.0287595               0.0224285             3.31864e-05                 5.90694                0.106292              0.00857212
