"0","-0.2471873256346662"
"0.04","-0.2472476540890443"
"0.08","-0.2475003048081166"
"0.12","-0.2479457692002724"
"0.16","-0.2485849450746704"
"0.2","-0.2494191453086361"
"0.24","-0.2504501072719908"
"0.28","-0.251680005480621"
"0.32","-0.2531114678073851"
"0.36","-0.2547475954863031"
"0.4","-0.2565919873307585"
"0.44","-0.2586487684245178"
"0.48","-0.2609226238706767"
"0.52","-0.263418838358773"
"0.56","-0.2661433420070479"
"0.6","-0.2691027636521806"
"0.64","-0.2723044924556692"
"0.68","-0.2757567493776448"
"0.72","-0.2794686697017051"
"0.76","-0.2834503988887266"
"0.8","-0.2877132040201064"
"0.84","-0.2922696033110984"
"0.88","-0.2971335176756809"
"0.92","-0.3023204481519018"
"0.96","-0.3078476847442687"
"1","-0.3137345531990581"
"1.04","-0.3200027078421804"
"1.08","-0.32667648104098"
"1.12","-0.3337833022879423"
"1.16","-0.3413542039163234"
"1.2","-0.3494244348091246"
"1.24","-0.3580342102463976"
"1.28","-0.3672296340340944"
"1.32","-0.3770638404564638"
"1.36","-0.387598417863348"
"1.4000000000000001","-0.39890519507959"
"1.44","-0.4110184689052008"
"1.48","-0.4240612605563925"
"1.52","-0.4381754050749816"
"1.56","-0.4535019403176297"
"1.6","-0.4702106573232221"
"1.6400000000000001","-0.4885063326459036"
"1.68","-0.5086344684263506"
"1.72","-0.530882052218758"
"1.76","-0.5555584528023938"
"1.8","-0.5829054635320783"
"1.84","-0.6127429464725354"
"1.8800000000000001","-0.642968454030281"
"1.92","-0.6613821795784295"
"1.96","-0.5572143797079026"
"2","-nan"
