"B" "Temp" "a" "erg" "s" "s-erg*temp"
"0.146" "0.8" "0.0075" "3.21686530363426" "2.21481701546119" "-0.358675227446221"
"0.146" "0.8" "0.01" "2.81640754324439" "2.21487367763449" "-0.038252356961022"
"0.146" "0.9" "0.01" "2.92854644713394" "1.98116790007328" "-0.654523902347265"
"0.146" "0.9" "0.01" "2.92854644713395" "1.9811679000733" "-0.654523902347255"
"0.147" "0.8" "0.0075" "3.22818337725736" "2.21413645574679" "-0.368410246059101"
"0.147" "0.8" "0.01" "2.82497565288525" "2.21419193640675" "-0.0457885859014509"
"0.148" "0.8" "0.0075" "3.23950173069457" "2.21345637810402" "-0.378145006451631"
"0.148" "0.8" "0.01" "2.83354403811924" "2.2135106748824" "-0.0533245556129982"
"0.148" "0.9" "0.01" "2.9458358597623" "1.97968686018217" "-0.671565413603901"
"0.148" "0.9" "0.01" "2.94583585976231" "1.97968686018218" "-0.671565413603899"
"0.149" "0.8" "0.0075" "3.25082036660629" "2.21277677809161" "-0.387879515193418"
"0.149" "0.8" "0.01" "2.84211270237708" "2.21282988871074" "-0.0608602731909218"
"0.15" "0.75" "0.01" "2.77339132156891" "2.3444377858643" "0.264394294687624"
"0.15" "0.76" "0.01" "2.79039216654201" "2.31713995394563" "0.196441907373697"
"0.15" "0.77" "0.01" "2.8065619607992" "2.29026133719016" "0.129208627374773"
"0.15" "0.77" "0.0133333333333333" "2.49913382519557" "2.29042523931435" "0.366092193913764"
"0.15" "0.78" "0.01" "2.82196352330673" "2.26380357252491" "0.0626720243456558"
"0.15" "0.78" "0.0133333333333333" "2.51456489504909" "2.26394571779068" "0.302585099652386"
"0.15" "0.79" "0.01" "2.83665316319735" "2.23776672967802" "-0.00318926924788965"
"0.15" "0.79" "0.0133333333333333" "2.52928644010216" "2.2378898084961" "0.239753520815399"
"0.15" "0.79" "0.0166666666666667" "2.34563530477028" "2.2380159022875" "0.384964011518979"
"0.15" "0.8" "0.01" "2.85068165019029" "2.21214957360624" "-0.0683957465459928"
"0.15" "0.8" "0.0133333333333333" "2.54334840735993" "2.21225589742359" "0.177577171535642"
"0.15" "0.8" "0.0166666666666667" "2.35966968867248" "2.2123658318104" "0.324630080872416"
"0.15" "0.8" "0.0075" "3.26213928766382" "2.21209765132738" "-0.397613778803676"
"0.15" "0.8" "0.01" "2.85068164907883" "2.21214957359843" "-0.0683957456646351"
"0.15" "0.8" "0.02" "2.2376480121583" "2.21247257912619" "0.422354169399549"
"0.15" "0.81" "0.01" "2.86409501212897" "2.18694978371676" "-0.132967176107701"
"0.15" "0.81" "0.0133333333333333" "2.55679618066507" "2.18704134627838" "0.116036439939679"
"0.15" "0.81" "0.0166666666666667" "2.37309402294886" "2.1871369037014" "0.264930745112817"
"0.15" "0.82" "0.01" "2.87693520372718" "2.16216413795571" "-0.196922729100582"
"0.15" "0.82" "0.0133333333333333" "2.56967120412699" "2.16224266522195" "0.0551122778378255"
"0.15" "0.82" "0.0166666666666667" "2.38594915739867" "2.16232541107969" "0.205847102012777"
"0.15" "0.83" "0.01" "2.88924068050356" "2.13778866803533" "-0.260281096782625"
"0.15" "0.83" "0.0133333333333333" "2.58201152233744" "2.13785565918048" "-0.00521390435958802"
"0.15" "0.83" "0.0166666666666667" "2.39827262883289" "2.13792697156242" "0.147360689631117"
"0.15" "0.84" "0.01" "2.90104709895243" "2.11381879081428" "-0.323060772305757"
"0.15" "0.84" "0.0133333333333333" "2.59385226154758" "2.11387555211749" "-0.0649603475824754"
"0.15" "0.84" "0.0166666666666667" "2.41009912442306" "2.11393664691549" "0.0894533824001176"
"0.15" "0.85" "0.01" "2.91238700279699" "2.09024941979009" "-0.385279532587352"
"0.15" "0.85" "0.0133333333333333" "2.60522621995208" "2.0902970928191" "-0.124145194140167"
"0.15" "0.85" "0.0166666666666667" "2.42146103404846" "2.09034904504629" "0.0321071661050953"
"0.15" "0.86" "0.01" "2.92329146643318" "2.06707505994839" "-0.446955601184146"
"0.15" "0.86" "0.0133333333333333" "2.61616371826451" "2.06711464511752" "-0.18278615258996"
"0.15" "0.86" "0.0166666666666667" "2.43238838478563" "2.06715840709366" "-0.024695603821975"
"0.15" "0.87" "0.01" "2.9337897780571" "2.04428988859378" "-0.508107218315902"
"0.15" "0.87" "0.0133333333333333" "2.62669395222108" "2.0443222649433" "-0.240901473489043"
"0.15" "0.88" "0.01" "2.94391021855366" "2.02188782432239" "-0.568753168004834"
"0.15" "0.88" "0.0133333333333333" "2.63684494041507" "2.02191376619949" "-0.298509781365776"
"0.15" "0.89" "0.01" "2.95368084560105" "1.99986258593412" "-0.628913366650812"
"0.15" "0.89" "0.0133333333333333" "2.64664441610079" "1.9998827771117" "-0.355630753218002"
"0.15" "0.9" "0.01" "2.96313073763815" "1.97820774277454" "-0.688609921099788"
"0.15" "0.9" "0.0133333333333333" "2.65612098729667" "1.97822278843916" "-0.412286100127842"
"0.15" "0.9" "0.01" "2.96313000151441" "1.97820773937801" "-0.688609261984957"
"0.15" "0.9" "0.01" "2.96313000151441" "1.97820773937803" "-0.688609261984939"
"0.15" "0.91" "0.01" "2.97229231830902" "1.95691675771642" "-0.747869251944782"
"0.15" "0.91" "0.0133333333333333" "2.66530627112323" "1.95692719470888" "-0.46850151201326"
"0.15" "0.92" "0.01" "2.98120658145903" "1.93598302371091" "-0.806727031231393"
"0.15" "0.92" "0.0133333333333333" "2.67423959307437" "1.93598932938502" "-0.524311096243393"
"0.15" "0.93" "0.01" "2.98993794693471" "1.91539989272771" "-0.865242397921566"
"0.15" "0.93" "0.0133333333333333" "2.68298096928568" "1.91540249395589" "-0.579769807479784"
"0.15" "0.94" "0.01" "2.99862297612006" "1.89516061123183" "-0.923544986321021"
"0.15" "0.94" "0.0133333333333333" "2.69165607458178" "1.89515995249743" "-0.634996757609439"
"0.15" "0.95" "0.01" "3.00539810670185" "1.87525296197039" "-0.979875239396367"
"0.151" "0.8" "0.0075" "3.2734584965512" "2.21141899348741" "-0.407347803753547"
"0.151" "0.8" "0.01" "2.85925088163641" "2.21146972530739" "-0.0759309800017309"
"0.152" "0.8" "0.0075" "3.28477799596743" "2.21074080030507" "-0.41708159646887"
"0.152" "0.8" "0.01" "2.86782040345552" "2.21079033965879" "-0.0834659831056315"
"0.152" "0.8" "0.02" "2.24656894620399" "2.21110840935494" "0.413853252391741"
"0.152" "0.9" "0.01" "2.98042934266629" "1.9767305020064" "-0.705655906393267"
"0.152" "0.9" "0.01" "2.98042934266628" "1.97673050200641" "-0.705655906393242"
"0.153" "0.8" "0.0075" "3.29609778862917" "2.21006306757045" "-0.426815163332889"
"0.153" "0.8" "0.01" "2.87639021793854" "2.21011141252632" "-0.0910007618245139"
"0.154" "0.8" "0.0075" "3.30741787727345" "2.2093857911274" "-0.436548510691359"
"0.154" "0.8" "0.01" "2.88496032848575" "2.20943293983695" "-0.0985353229516517"
"0.154" "0.8" "0.02" "2.25549063629463" "2.20974604538089" "0.405353536345181"
"0.154" "0.9" "0.01" "2.99773442008381" "1.9752551133896" "-0.722705864685826"
"0.154" "0.9" "0.01" "2.99773442008384" "1.9752551133896" "-0.722705864685857"
"0.155" "0.8" "0.0075" "3.31873826465951" "2.20870896687536" "-0.446281644852252"
"0.155" "0.8" "0.01" "2.89353073849843" "2.20875491757163" "-0.106069673227115"
"0.156" "0.8" "0.0075" "3.33005895357129" "2.20803259076528" "-0.456014572091749"
"0.156" "0.8" "0.01" "2.90210145138078" "2.20807734176199" "-0.113603819342629"
"0.156" "0.8" "0.02" "2.26441312425177" "2.2083854567621" "0.396854957360682"
"0.156" "0.9" "0.01" "3.01504585203432" "1.97378153977683" "-0.739759727054065"
"0.156" "0.9" "0.01" "3.01504585203433" "1.97378153977684" "-0.739759727054058"
"0.157" "0.8" "0.0075" "3.34137994682038" "2.20735665879957" "-0.465747298656739"
"0.157" "0.8" "0.01" "2.91067247054206" "2.20740020849088" "-0.121137767942772"
"0.158" "0.8" "0.0075" "3.35270124724787" "2.20668116703425" "-0.47547983076404"
"0.158" "0.8" "0.01" "2.91924379939916" "2.20672351389027" "-0.128671525629065"
"0.158" "0.8" "0.02" "2.27333645152883" "2.20702661381112" "0.388357452588061"
"0.158" "0.9" "0.01" "3.03236435721859" "1.97230974829322" "-0.75681817320351"
"0.158" "0.9" "0.01" "3.03236435721857" "1.9723097482932" "-0.756818173203516"
"0.159" "0.8" "0.0075" "3.36402285772724" "2.20600611157324" "-0.485212174608549"
"0.159" "0.8" "0.01" "2.92781544137832" "2.20604725414138" "-0.136205098961276"
"0.16" "0.8" "0.0075" "3.37534478116629" "2.20533148857014" "-0.494944336362898"
"0.16" "0.8" "0.01" "2.93638739991796" "2.20537142547256" "-0.143738494461803"
"0.16" "0.8" "0.02" "2.28226065928345" "2.20566948756948" "0.379860960142723"
"0.16" "0.9" "0.01" "3.04969077936523" "1.97083970688308" "-0.77388199454563"
"0.16" "0.9" "0.01" "3.04969077936521" "1.9708397068831" "-0.773881994545587"
"0.161" "0.8" "0.0075" "3.38666702051056" "2.20465729422749" "-0.504676322180963"
"0.161" "0.8" "0.01" "2.94495967847058" "2.20469602416017" "-0.151271718616293"
"0.162" "0.8" "0.0075" "3.39798957874516" "2.20398352479363" "-0.514408138202501"
"0.162" "0.8" "0.01" "2.95353228050521" "2.20402104652709" "-0.158804777877082"
"0.162" "0.8" "0.02" "2.29118578844812" "2.20431404977914" "0.371365419020644"
"0.162" "0.9" "0.01" "3.06702611897942" "1.96937138422699" "-0.790952122854493"
"0.162" "0.9" "0.01" "3.0670261189794" "1.96937138422696" "-0.790952122854492"
"0.163" "0.8" "0.0075" "3.40931245889731" "2.20331017656545" "-0.524139790552404"
"0.163" "0.8" "0.01" "2.96210520950966" "2.20334648894039" "-0.166337678667335"
"0.164" "0.8" "0.0075" "3.42063566403931" "2.20263724588462" "-0.533871285346827"
"0.164" "0.8" "0.01" "2.97067846899278" "2.20267234781243" "-0.173870427381799"
"0.164" "0.8" "0.02" "2.30011187980183" "2.20296027285906" "0.362870769017591"
"0.164" "0.9" "0.01" "3.0843715736343" "1.96790474962239" "-0.808029666648478"
"0.164" "0.9" "0.01" "3.08437157363429" "1.96790474962229" "-0.808029666648574"
"0.165" "0.8" "0.0075" "3.43195919729058" "2.20196472913722" "-0.543602628695242"
"0.165" "0.8" "0.01" "2.97925206248694" "2.2019986195987" "-0.181403030390854"
"0.166" "0.8" "0.0075" "3.44328306182174" "2.20129262275395" "-0.553333826703438"
"0.166" "0.8" "0.01" "2.98782599355033" "2.20132530079842" "-0.188935494041845"
"0.166" "0.8" "0.02" "2.30903897404103" "2.20160812988188" "0.354376950649063"
"0.166" "0.9" "0.01" "3.10172858611424" "1.96643977277202" "-0.825115954730795"
"0.166" "0.9" "0.01" "3.10172858611426" "1.96643977277203" "-0.825115954730804"
"0.167" "0.8" "0.0075" "3.45460726085543" "2.20062092320937" "-0.563064885474977"
"0.167" "0.8" "0.01" "2.99640026576918" "2.20065238795336" "-0.196467824661977"
"0.168" "0.8" "0.0075" "3.4659317976704" "2.19994962701981" "-0.572795811116515"
"0.168" "0.8" "0.01" "3.00497488276043" "2.19997987764531" "-0.204000028563037"
"0.168" "0.8" "0.02" "2.31796711185109" "2.20025759454948" "0.34588390506861"
"0.168" "0.9" "0.01" "3.11909889070268" "1.96497642334603" "-0.842212578286382"
"0.168" "0.9" "0.01" "3.11909889070266" "1.96497642334602" "-0.842212578286369"
"0.169" "0.8" "0.0075" "3.47725667560337" "2.19927873074403" "-0.58252660973867"
"0.169" "0.8" "0.01" "3.01354984817414" "2.19930776649834" "-0.211532112040974"
"0.17" "0.7" "0.006" "3.7838567060639" "2.47451748840651" "-0.174182205838219"
"0.17" "0.8" "0.0075" "3.48858189805327" "2.19860823098089" "-0.592257287461723"
"0.17" "0.8" "0.01" "3.02212516569569" "2.1986360511752" "-0.219064081381345"
"0.17" "0.8" "0.02" "2.32689633397871" "2.19890864117391" "0.337391573990946"
"0.17" "0.9" "0.01" "3.13648451260787" "1.96351466996266" "-0.85932139138442"
"0.17" "0.9" "0.01" "3.13648451260784" "1.96351466996266" "-0.859321391384397"
"0.171" "0.7" "0.006" "3.79790976572244" "2.4739152517012" "-0.184621584304506"
"0.171" "0.8" "0.0075" "3.49990746848275" "2.19793812437175" "-0.601987850414455"
"0.171" "0.8" "0.01" "3.03070083904887" "2.1979647283813" "-0.226595942857798"
"0.172" "0.7" "0.006" "3.81196354957169" "2.47331350657878" "-0.195060978121408"
"0.172" "0.8" "0.0075" "3.51123339042166" "2.19726840759606" "-0.611718304741272"
"0.172" "0.8" "0.01" "3.03927687199785" "2.19729379485623" "-0.234127702742049"
"0.172" "0.8" "0.02" "2.335826681305" "2.19756124465425" "0.328899899610244"
"0.172" "0.9" "0.01" "3.1538875309167" "1.96205447738702" "-0.876444300438005"
"0.172" "0.9" "0.01" "3.15388753091675" "1.96205447738701" "-0.876444300438058"
"0.173" "0.7" "0.006" "3.82601805489779" "2.47271224947302" "-0.205500388955437"
"0.173" "0.8" "0.0075" "3.52255966747048" "2.19659907737238" "-0.621448656604012"
"0.173" "0.8" "0.01" "3.04785326835013" "2.1966232473809" "-0.241659367299199"
"0.174" "0.7" "0.006" "3.84007327889811" "2.47211147684217" "-0.215939818386507"
"0.174" "0.8" "0.0075" "3.53388630330314" "2.19593013045915" "-0.631178912183363"
"0.174" "0.8" "0.01" "3.05643003195918" "2.1959530827723" "-0.249190942795048"
"0.174" "0.8" "0.02" "2.34475819492017" "2.19621538045872" "0.320408824522578"
"0.174" "0.9" "0.01" "3.17130873381676" "1.96059579733013" "-0.893582063104955"
"0.174" "0.9" "0.01" "3.17130873381669" "1.96059579733013" "-0.893582063104888"
"0.175" "0.7" "0.006" "3.85412921868374" "2.4715111851701" "-0.226379267908519"
"0.175" "0.8" "0.0075" "3.54521330166987" "2.19526156365161" "-0.640909077684283"
"0.175" "0.8" "0.01" "3.06500716672679" "2.19528329788463" "-0.256722435496796"
"0.176" "0.7" "0.006" "3.86818587128016" "2.47091137096882" "-0.23681873892729"
"0.176" "0.8" "0.0075" "3.55654066640084" "2.19459337378065" "-0.650639159340027"
"0.176" "0.8" "0.01" "3.0735846766064" "2.19461388960818" "-0.264253851676945"
"0.176" "0.8" "0.02" "2.35369091619969" "2.19487102460515" "0.311918291645393"
"0.176" "0.9" "0.01" "3.18881138025554" "1.95913886283983" "-0.910791379390151"
"0.176" "0.9" "0.01" "3.18881138025556" "1.95913886283981" "-0.910791379390192"
"0.177" "0.7" "0.006" "3.88224323362855" "2.47031203077499" "-0.247258232764997"
"0.177" "0.8" "0.0075" "3.56786840141005" "2.19392555771616" "-0.660369163411876"
"0.177" "0.8" "0.01" "3.08216256560566" "2.19394485486893" "-0.271785197615598"
"0.178" "0.7" "0.006" "3.89630130258979" "2.4697131611502" "-0.257697750662649"
"0.178" "0.8" "0.0075" "3.57919651069762" "2.19325811236394" "-0.670099096194157"
"0.178" "0.8" "0.01" "3.09074083778902" "2.19327619063003" "-0.279316479601189"
"0.178" "0.8" "0.02" "2.36262488688257" "2.19352815364354" "0.303428244137485"
"0.178" "0.9" "0.01" "3.20632892971588" "1.95768326542484" "-0.928012771319452"
"0.178" "0.9" "0.01" "3.20632892971589" "1.95768326542483" "-0.92801277131947"
"0.179" "0.7" "0.006" "3.91036007494325" "2.46911475867979" "-0.268137293780489"
"0.179" "0.8" "0.0075" "3.59052532068458" "2.19259103466341" "-0.679829221884252"
"0.179" "0.8" "0.01" "3.0993194972811" "2.19260789388473" "-0.286847703940146"
"0.18" "0.7" "0.006" "3.92441954739114" "2.46851681997723" "-0.278576863196573"
"0.18" "0.8" "0.0075" "3.60185419126871" "2.19192432159004" "-0.689559031424928"
"0.18" "0.8" "0.01" "3.10789854826956" "2.19193996166281" "-0.294378876952836"
"0.18" "0.8" "0.02" "2.37156014915205" "2.19218674463944" "0.294938625317799"
"0.18" "0.9" "0.01" "3.22390967922116" "1.95622906287765" "-0.945289648421395"
"0.18" "0.9" "0.01" "3.22390967922027" "1.95622906287766" "-0.945289648420587"
"0.181" "0.7" "0.006" "3.93847971655987" "2.4679193416744" "-0.289016459917509"
"0.181" "0.8" "0.0075" "3.61318344866697" "2.19125797015255" "-0.699288788781022"
"0.181" "0.8" "0.01" "3.1164779950082" "2.19127239102841" "-0.301910004978148"
"0.182" "0.7" "0.006" "3.95254057900063" "2.46732232042944" "-0.299456084870997"
"0.182" "0.8" "0.0075" "3.62451309726306" "2.19059197739618" "-0.70901850041426"
"0.182" "0.8" "0.01" "3.12505809761263" "2.19060517907588" "-0.309441299014229"
"0.182" "0.8" "0.02" "2.38049674571913" "2.19084677515378" "0.286449378578481"
"0.182" "0.9" "0.01" "3.24433605755853" "1.95478721218324" "-0.965115239619438"
"0.182" "0.9" "0.01" "3.24433605755844" "1.95478721218325" "-0.965115239619353"
"0.183" "0.7" "0.006" "3.96660213119294" "2.46672575292533" "-0.309895738909724"
"0.183" "0.8" "0.0075" "3.63584314154621" "2.18992634039469" "-0.718748172842279"
"0.183" "0.8" "0.01" "3.13363834926041" "2.18993832293451" "-0.31697235647382"
"0.184" "0.7" "0.006" "3.9806643695457" "2.46612963586261" "-0.32033542281938"
"0.184" "0.8" "0.0075" "3.64717358611525" "2.18926105625882" "-0.728477812633377"
"0.184" "0.8" "0.01" "3.14221900983312" "2.18927181976369" "-0.324503388102806"
"0.184" "0.8" "0.02" "2.38943471990945" "2.18950822323288" "0.277960447305318"
"0.185" "0.7" "0.006" "3.99472729040031" "2.46553396597049" "-0.330775137309721"
"0.185" "0.8" "0.0075" "3.65850443568344" "2.18859612212721" "-0.738207426419538"
"0.185" "0.8" "0.01" "3.1508000838814" "2.18860566675412" "-0.332034400350997"
"0.186" "0.7" "0.006" "4.00879089003076" "2.46493873999682" "-0.341214883024708"
"0.186" "0.8" "0.0075" "3.66983569508222" "2.18793153517593" "-0.747937020889847"
"0.186" "0.8" "0.01" "3.15938157603864" "2.18793986112926" "-0.339565399701656"
"0.186" "0.8" "0.02" "2.39837425845315" "2.18817106738949" "0.269471660626972"
"0.187" "0.7" "0.006" "4.02285516464618" "2.46434395471284" "-0.351654660539489"
"0.187" "0.8" "0.0075" "3.68116736926615" "2.18726729260615" "-0.757666602806776"
"0.187" "0.8" "0.01" "3.1679634910249" "2.18727440013914" "-0.347096392680783"
"0.188" "0.7" "0.006" "4.03692011039407" "2.46374960690951" "-0.36209447036634"
"0.188" "0.8" "0.0075" "3.69249946331773" "2.18660339165378" "-0.767396179000411"
"0.188" "0.8" "0.01" "3.17654583365043" "2.18660928106842" "-0.35462738585192"
"0.188" "0.8" "0.02" "2.40731512135291" "2.18683528658985" "0.260983189507525"
"0.189" "0.7" "0.006" "4.0509857233609" "2.46315569339965" "-0.372534312952983"
"0.189" "0.8" "0.0075" "3.70383198245234" "2.18593982958251" "-0.777125756379363"
"0.189" "0.8" "0.01" "3.18512860881967" "2.1859445012272" "-0.36215838582853"
"0.19" "0.7" "0.006" "4.06505199957517" "2.46256221102014" "-0.382974188682481"
"0.19" "0.8" "0.0075" "3.71516493202298" "2.18527660368754" "-0.786855341930844"
"0.19" "0.8" "0.01" "3.19371182153524" "2.18528005795707" "-0.369689399271127"
"0.19" "0.8" "0.02" "2.41625749644103" "2.18550086023837" "0.252494863085553"
"0.191" "0.7" "0.006" "4.07911893500686" "2.46196915662558" "-0.393414097879216"
"0.191" "0.8" "0.0075" "3.7264983175258" "2.18461371129176" "-0.796584942728883"
"0.191" "0.8" "0.01" "3.20229547690198" "2.18461594862693" "-0.377220432894655"
"0.192" "0.7" "0.006" "4.09318652557374" "2.46137652709054" "-0.403854040811076"
"0.192" "0.8" "0.0075" "3.73783214460643" "2.18395114974814" "-0.806314565937001"
"0.192" "0.8" "0.01" "3.21087958013163" "2.1839521706331" "-0.384751493472212"
"0.192" "0.8" "0.02" "2.42520143045137" "2.18416776816666" "0.244006623805564"
"0.193" "0.7" "0.006" "4.10725476714024" "2.46078431931259" "-0.414294017685579"
"0.193" "0.8" "0.0075" "3.74916641906431" "2.18328891643707" "-0.816044218814378"
"0.193" "0.8" "0.01" "3.21946413654666" "2.18328872140195" "-0.392282587835377"
"0.194" "0.7" "0.006" "4.12132365551939" "2.46019253020741" "-0.424734028656168"
"0.194" "0.8" "0.0075" "3.76050114685988" "2.18262700876793" "-0.825773908719975"
"0.194" "0.8" "0.01" "3.22804915158526" "2.18262559838488" "-0.399813722883327"
"0.194" "0.8" "0.02" "2.43414697123357" "2.18283599061892" "0.23551841363206"
"0.195" "0.7" "0.006" "4.13539318647594" "2.45960115671104" "-0.435174073822122"
"0.195" "0.8" "0.0075" "3.77183633412036" "2.1819654241764" "-0.835503643119891"
"0.195" "0.8" "0.01" "3.23663463080618" "2.18196279906098" "-0.407344905583968"
"0.196" "0.7" "0.006" "4.14946335572899" "2.4590101957781" "-0.445614153232198"
"0.196" "0.8" "0.0075" "3.78317198714644" "2.18130416012611" "-0.845233429591047"
"0.196" "0.8" "0.01" "3.24522057989349" "2.18130032093589" "-0.414876142978904"
"0.196" "0.8" "0.02" "2.44309416787105" "2.18150550824073" "0.227030173943891"
"0.197" "0.7" "0.006" "4.16353415895183" "2.45841964438394" "-0.45605426688234"
"0.197" "0.7" "0.0075" "3.61580867431979" "2.45824893349731" "-0.0728171385265499"
"0.197" "0.7" "0.0075" "3.61580867431979" "2.45824893349731" "-0.0728171385265499"
"0.197" "0.8" "0.0075" "3.79450811241867" "2.18064321410783" "-0.854963275827105"
"0.197" "0.8" "0.01" "3.25380700466159" "2.18063816154037" "-0.422407442188907"
"0.198" "0.7" "0.006" "4.17760559177693" "2.45782949952502" "-0.466494414718839"
"0.198" "0.7" "0.0075" "3.62708820912173" "2.4576540152067" "-0.081307731178514"
"0.198" "0.7" "0.0075" "3.62708820912173" "2.4576540152067" "-0.081307731178514"
"0.198" "0.8" "0.0075" "3.80584471660511" "2.17998258363692" "-0.864693189647169"
"0.198" "0.8" "0.01" "3.2623939110609" "2.17997631843274" "-0.429938810415974"
"0.198" "0.8" "0.02" "2.45204307080709" "2.18017630206807" "0.2185418454224"
"0.199" "0.7" "0.006" "4.1916776497942" "2.45723975821318" "-0.476934596642766"
"0.199" "0.7" "0.0075" "3.63836842657746" "2.45705948694692" "-0.0897984116573038"
"0.199" "0.7" "0.0075" "3.63836842657746" "2.45705948694692" "-0.0897984116573038"
"0.199" "0.8" "0.0075" "3.81718180656901" "2.17932226625782" "-0.874423178997386"
"0.199" "0.8" "0.01" "3.2709813051832" "2.17931478919501" "-0.437470254951545"
"0.2" "0.695" "0.0066666666666667" "3.91551997552047" "2.47140432894052" "-0.249882054046207"
"0.2" "0.7" "0.006" "4.20575032855598" "2.45665041748131" "-0.487374812507868"
"0.2" "0.7" "0.0066666666666667" "3.92728194401609" "2.45651289669785" "-0.292584464113406"
"0.2" "0.7" "0.0066666666666667" "3.92728194401609" "2.45651289669785" "-0.292584464113406"
"0.2" "0.7" "0.0075" "3.64964932543979" "2.4564653461281" "-0.0982891816797462"
"0.2" "0.7" "0.0075" "3.64964932543979" "2.4564653461281" "-0.0982891816797462"
"0.2" "0.71" "0.0066666666666667" "3.94966047780501" "2.42697505065704" "-0.37728388858452"
"0.2" "0.71" "0.0083333333333333" "3.45115881819646" "2.42693793365002" "-0.023384827269465"
"0.2" "0.72" "0.0066666666666667" "3.97067293978939" "2.39778882017163" "-0.461095696476737"
"0.2" "0.72" "0.0083333333333333" "3.47268906806244" "2.39774282882215" "-0.102593300182799"
"0.2" "0.72" "0.01" "3.14225583145171" "2.39783091921204" "0.135406720566809"
"0.2" "0.73" "0.0066666666666667" "3.99047544132673" "2.36897705355492" "-0.544070018613591"
"0.2" "0.73" "0.0083333333333333" "3.49297613995281" "2.36892576827721" "-0.18094681388834"
"0.2" "0.73" "0.01" "3.16273024636899" "2.36899485232549" "0.0602017724761241"
"0.2" "0.74" "0.0066666666666667" "4.00919365310405" "2.34055644236529" "-0.626246860931705"
"0.2" "0.74" "0.0083333333333333" "3.51214501307279" "2.34050220688438" "-0.258485102789491"
"0.2" "0.74" "0.01" "3.18208221142732" "2.34055605080471" "-0.0141847856515027"
"0.2" "0.75" "0.0066666666666667" "4.02693199718695" "2.31253899704208" "-0.707660000848136"
"0.2" "0.75" "0.0083333333333333" "3.53030111689687" "2.31248336422844" "-0.335242473444218"
"0.2" "0.75" "0.01" "3.20041461338534" "2.31252485391078" "-0.0877861061282283"
"0.2" "0.75" "0.0166666666666667" "2.54460475262698" "2.31284675195956" "0.404393187489325"
"0.2" "0.76" "0.0066666666666667" "4.0437793268856" "2.28493307007174" "-0.78833921836131"
"0.2" "0.76" "0.0083333333333333" "3.54753505378344" "2.28487707408924" "-0.411249566786182"
"0.2" "0.76" "0.01" "3.21781668411794" "2.28490845447857" "-0.16063222545106"
"0.2" "0.76" "0.0166666666666667" "2.56204320917092" "2.28517839475518" "0.338025555785275"
"0.2" "0.76" "0.02" "2.39921494046385" "2.28531904597986" "0.461915691227328"
"0.2" "0.77" "0.0066666666666667" "4.05981270247854" "2.25774410233984" "-0.868311678568632"
"0.2" "0.77" "0.0083333333333333" "3.56392589197841" "2.25768843069806" "-0.486534506125318"
"0.2" "0.77" "0.01" "3.23436681660169" "2.25771147098489" "-0.232750977798418"
"0.2" "0.77" "0.0166666666666667" "2.57864305913528" "2.25793679299065" "0.272381637456483"
"0.2" "0.77" "0.02" "2.41574876720349" "2.25805624749725" "0.397929696750566"
"0.2" "0.78" "0.0066666666666667" "4.07510048020473" "2.2309751878048" "-0.947603186754883"
"0.2" "0.78" "0.0083333333333333" "3.5795439332783" "2.23092029309426" "-0.561123974862815"
"0.2" "0.78" "0.01" "3.25013470133209" "2.23093640358234" "-0.304168663456684"
"0.2" "0.78" "0.0166666666666667" "2.59446983871955" "2.23112325372078" "0.207436779519529"
"0.2" "0.78" "0.02" "2.43151851804478" "2.23122411575455" "0.334639671679622"
"0.2" "0.79" "0.0066666666666667" "4.08970267752202" "2.20462751238033" "-1.02623760286207"
"0.2" "0.79" "0.0083333333333333" "3.59445119251163" "2.20457368639611" "-0.635042755688076"
"0.2" "0.79" "0.01" "3.26518330723168" "2.20458400286153" "-0.374910809851494"
"0.2" "0.79" "0.0166666666666667" "2.60958321511473" "2.20473755940441" "0.14316681946377"
"0.2" "0.79" "0.02" "2.44658247081194" "2.20482208048496" "0.272021928543533"
"0.2" "0.8" "0.0066666666666667" "4.10367519454486" "2.17870070206803" "-1.10423945356786"
"0.2" "0.8" "0.0083333333333333" "3.60870511078341" "2.17864812580023" "-0.708315962826492"
"0.2" "0.8" "0.01" "3.27956919428255" "2.17865357144271" "-0.445001783983334"
"0.2" "0.8" "0.0075" "3.8285193893761" "2.17866225953643" "-0.884153251964448"
"0.2" "0.8" "0.01" "3.27956919326729" "2.17865357143413" "-0.445001783179698"
"0.2" "0.8" "0.01" "3.27956918619182" "2.17865357137282" "-0.445001777580631"
"0.2" "0.8" "0.0166666666666667" "2.6240374108733" "2.17877822074212" "0.0795482920434756"
"0.2" "0.8" "0.02" "2.4609937599569" "2.17884835358298" "0.210053345617462"
"0.2" "0.81" "0.0066666666666667" "4.11706964110042" "2.1531931034161" "-1.18163330587524"
"0.2" "0.81" "0.0083333333333333" "3.62235854791047" "2.15314188124088" "-0.780968542566593"
"0.2" "0.81" "0.01" "3.29334557903554" "2.15314321282659" "-0.514466706192198"
"0.2" "0.81" "0.01" "3.29334555892838" "2.15314321266168" "-0.514466690070316"
"0.2" "0.81" "0.0166666666666667" "2.63788342754465" "2.15324268887469" "0.0165571125635191"
"0.2" "0.81" "0.02" "2.47480238664193" "2.15330013189493" "0.148710198714969"
"0.2" "0.82" "0.0066666666666667" "4.12993547220855" "2.12810201223993" "-1.25844507497108"
