"B" "Temp" "a" "erg" "s" "s-erg*temp"
"0.2" "0.82" "0.0083333333333333" "3.63546168014292" "2.12805219556567" "-0.853026382151525"
"0.2" "0.82" "0.01" "3.30656258056459" "2.12805003826336" "-0.583331277799606"
"0.2" "0.82" "0.0166666666666667" "2.65116949271761" "2.12812753422533" "-0.0458314498031096"
"0.2" "0.82" "0.02" "2.4880557356686" "2.12817376856495" "0.0879680653166912"
"0.2" "0.83" "0.0066666666666667" "4.14232228260666" "2.10342386192924" "-1.33470363263429"
"0.2" "0.83" "0.0083333333333333" "3.64806395561033" "2.10337546571561" "-0.924517617440965"
"0.2" "0.83" "0.01" "3.31926930162875" "2.10337033967585" "-0.651623180676017"
"0.2" "0.83" "0.0166666666666667" "2.66394273465584" "2.10342859764371" "-0.107643872120636"
"0.2" "0.83" "0.02" "2.50080018794655" "2.1034649181843" "0.027800762188666"
"0.2" "0.84" "0.0066666666666667" "4.15428374304134" "2.07915437947141" "-1.41044396468332"
"0.2" "0.84" "0.0083333333333333" "3.66021721620275" "2.07910739401568" "-0.995475067594628"
"0.2" "0.84" "0.01" "3.33151660180794" "2.07909973492561" "-0.719374210593055"
"0.2" "0.84" "0.0166666666666667" "2.67625101636764" "2.07914111726721" "-0.168909736481609"
"0.2" "0.84" "0.02" "2.51308294021274" "2.07916865914158" "-0.0318210106371226"
"0.2" "0.85" "0.0066666666666667" "4.16588623741183" "2.05528871410783" "-1.48571458769223"
"0.2" "0.85" "0.0083333333333333" "3.67198199620672" "2.05524311470858" "-1.06594158206714"
"0.2" "0.85" "0.01" "3.34336249386202" "2.05523329007599" "-0.786624829706727"
"0.2" "0.85" "0.0166666666666667" "2.68813476074416" "2.05525980347785" "-0.229654743154686"
"0.2" "0.85" "0.02" "2.52494445750426" "2.05527957394565" "-0.0909232149329693"
"0.2" "0.86" "0.0066666666666667" "4.17723355142587" "2.03182152162768" "-1.56059933259857"
"0.2" "0.86" "0.0083333333333333" "3.68344387487831" "2.03177729532795" "-1.1359844370674"
"0.2" "0.86" "0.01" "3.3548855225267" "2.03176562061819" "-0.853435928754776"
"0.2" "0.86" "0.0166666666666667" "2.69971218094079" "2.03177913433019" "-0.289973341278888"
"0.2" "0.86" "0.02" "2.53649996042512" "2.03179198618225" "-0.149597979783349"
"0.2" "0.87" "0.0066666666666667" "4.18862177951553" "2.00874719524365" "-1.63535375293486"
"0.2" "0.87" "0.0083333333333333" "3.69476293354657" "2.00870406173196" "-1.20573969045356"
"0.2" "0.87" "0.01" "3.36622650916911" "2.00869092581834" "-0.919926137158782"
"0.2" "0.87" "0.0133333333333333" "2.95640053825475" "2.00868801571721" "-0.563380452564418"
"0.2" "0.87" "0.0166666666666667" "2.71105913956661" "2.00869300598725" "-0.349928445435697"
"0.2" "0.87" "0.02" "2.547825150963" "2.00869972357507" "-0.207908157762737"
"0.2" "0.88" "0.01" "3.37826001401611" "1.98600343587224" "-0.98686537646193"
"0.2" "0.89" "0.01" "3.3795564636345" "1.96369297503476" "-1.04411227759995"
"0.201" "0.7" "0.006" "4.21982362357942" "2.4560614743781" "-0.4978150621275"
"0.201" "0.7" "0.0075" "3.66093090440564" "2.45587159017513" "-0.106780042908822"
"0.201" "0.7" "0.0075" "3.66093090440564" "2.45587159017513" "-0.106780042908822"
"0.202" "0.7" "0.006" "4.23389753034524" "2.45547292597707" "-0.508255345264594"
"0.202" "0.7" "0.0075" "3.67221316211553" "2.45527821653509" "-0.115270996945784"
"0.202" "0.7" "0.0075" "3.67221316211553" "2.45527821653509" "-0.115270996945784"
"0.203" "0.7" "0.006" "4.24797204430274" "2.45488476936214" "-0.518695661649774"
"0.203" "0.7" "0.0075" "3.68349609715705" "2.45468522267159" "-0.123762045338342"
"0.203" "0.7" "0.0075" "3.68349609715705" "2.45468522267159" "-0.123762045338342"
"0.204" "0.7" "0.006" "4.26204716087105" "2.45429700164039" "-0.529136010969339"
"0.204" "0.7" "0.0075" "3.69477970806419" "2.4540926060635" "-0.132253189581433"
"0.204" "0.7" "0.0075" "3.69477970806419" "2.4540926060635" "-0.132253189581433"
"0.205" "0.7" "0.006" "4.27612287543993" "2.45370961993574" "-0.539576392872206"
"0.205" "0.7" "0.0075" "3.70606399331855" "2.45350036420919" "-0.140744431113796"
"0.205" "0.7" "0.0075" "3.70606399331855" "2.45350036420919" "-0.140744431113796"
"0.206" "0.7" "0.006" "4.29019918337362" "2.45312262139053" "-0.550016806971005"
"0.206" "0.7" "0.0075" "3.71734895135038" "2.45290849462571" "-0.14923577131955"
"0.206" "0.7" "0.0075" "3.71734895135038" "2.45290849462571" "-0.14923577131955"
"0.207" "0.7" "0.006" "4.30427608001255" "2.45253600316551" "-0.560457252843272"
"0.207" "0.7" "0.0075" "3.72863458053896" "2.45231699484278" "-0.157727211534499"
"0.207" "0.7" "0.0075" "3.72863458053896" "2.45231699484278" "-0.157727211534499"
"0.208" "0.7" "0.006" "4.31835356067299" "2.45194976243515" "-0.570897730035939"
"0.208" "0.7" "0.0075" "3.73992087921531" "2.45172586241024" "-0.16621875304048"
"0.208" "0.7" "0.0075" "3.73992087921531" "2.45172586241024" "-0.16621875304048"
"0.209" "0.7" "0.006" "4.33243162065244" "2.45136389639595" "-0.581338238060758"
"0.209" "0.7" "0.0075" "3.75120784565976" "2.45113509489366" "-0.174710397068167"
"0.209" "0.7" "0.0075" "3.75120784565976" "2.45113509489366" "-0.174710397068167"
"0.21" "0.7" "0.006" "4.34651025522895" "2.45077840225927" "-0.591778776400997"
"0.21" "0.7" "0.0075" "3.76249547810621" "2.45054468987483" "-0.183202144799521"
"0.21" "0.7" "0.0075" "3.76249547810621" "2.45054468987483" "-0.183202144799521"
"0.211" "0.7" "0.006" "4.36058945966433" "2.45019327725576" "-0.602219344509266"
"0.211" "0.7" "0.0075" "3.77378377474188" "2.44995464494941" "-0.191693997369914"
"0.211" "0.7" "0.0075" "3.77378377474188" "2.44995464494941" "-0.191693997369914"
"0.212" "0.7" "0.006" "4.37466922920636" "2.44960851863045" "-0.612659941814002"
"0.212" "0.7" "0.0075" "3.78507273370781" "2.44936495773319" "-0.200185955862278"
"0.212" "0.7" "0.0075" "3.78507273370781" "2.44936495773319" "-0.200185955862278"
"0.213" "0.7" "0.006" "4.38874955908968" "2.44902412364777" "-0.623100567715006"
"0.213" "0.7" "0.0075" "3.79636235310001" "2.44877562585214" "-0.208678021317863"
"0.213" "0.7" "0.0075" "3.79636235310001" "2.44877562585214" "-0.208678021317863"
"0.214" "0.7" "0.006" "4.40283044453865" "2.44844008958802" "-0.63354122158904"
"0.214" "0.7" "0.0075" "3.80765263097065" "2.44818664695206" "-0.217170194727395"
"0.214" "0.7" "0.0075" "3.80765263097065" "2.44818664695206" "-0.217170194727395"
"0.215" "0.7" "0.006" "4.41691188076933" "2.44785641374915" "-0.643981902789384"
"0.215" "0.7" "0.0075" "3.81894356532958" "2.44759801869317" "-0.225662477037539"
"0.215" "0.7" "0.0075" "3.81894356532958" "2.44759801869317" "-0.225662477037539"
"0.216" "0.7" "0.006" "4.43099386299029" "2.44727309344361" "-0.654422610649598"
"0.216" "0.7" "0.0075" "3.83023515414389" "2.44700973874878" "-0.234154869151946"
"0.216" "0.7" "0.0075" "3.83023515414389" "2.44700973874878" "-0.234154869151946"
"0.217" "0.7" "0.006" "4.44507638640383" "2.44669012600345" "-0.664863344479225"
"0.217" "0.7" "0.0075" "3.84152739534085" "2.44642180480977" "-0.242647371928824"
"0.217" "0.7" "0.0075" "3.84152739534085" "2.44642180480977" "-0.242647371928824"
"0.218" "0.7" "0.006" "4.45915944621355" "2.44610750877496" "-0.675304103574519"
"0.218" "0.7" "0.0075" "3.8528202868068" "2.44583421457875" "-0.251139986186006"
"0.218" "0.7" "0.0075" "3.8528202868068" "2.44583421457875" "-0.251139986186006"
"0.219" "0.7" "0.006" "4.47324303761779" "2.44552523912453" "-0.685744887207919"
"0.219" "0.7" "0.0075" "3.86411382638974" "2.44524696577768" "-0.259632712695142"
"0.219" "0.7" "0.0075" "3.86411382638974" "2.44524696577768" "-0.259632712695142"
"0.22" "0.7" "0.006" "4.48732715581696" "2.44494331442882" "-0.696185694643047"
"0.22" "0.7" "0.0075" "3.87540801189976" "2.44466005613647" "-0.268125552193358"
"0.22" "0.7" "0.0075" "3.87540801189976" "2.44466005613647" "-0.268125552193358"
"0.221" "0.7" "0.006" "4.50141179601489" "2.44436173208678" "-0.706626525123646"
"0.221" "0.7" "0.0075" "3.88670284110971" "2.44407348340403" "-0.276618505372767"
"0.221" "0.7" "0.0075" "3.88670284110971" "2.44407348340403" "-0.276618505372767"
"0.222" "0.7" "0.006" "4.51549695341805" "2.44378048951195" "-0.717067377880687"
"0.222" "0.7" "0.0075" "3.89799831175749" "2.44348724534149" "-0.285111572888757"
"0.222" "0.7" "0.0075" "3.89799831175749" "2.44348724534149" "-0.285111572888757"
"0.223" "0.7" "0.006" "4.5295826232408" "2.44319958413051" "-0.727508252138051"
"0.223" "0.7" "0.0075" "3.90929442154569" "2.44290133972504" "-0.293604755356939"
"0.223" "0.7" "0.0075" "3.90929442154569" "2.44290133972504" "-0.293604755356939"
"0.224" "0.7" "0.006" "4.54366880070467" "2.44261901338873" "-0.737949147104541"
"0.224" "0.7" "0.0075" "3.92059116814288" "2.44231576434159" "-0.302098053358429"
"0.224" "0.7" "0.0075" "3.92059116814288" "2.44231576434159" "-0.302098053358429"
"0.225" "0.7" "0.006" "4.55775548104071" "2.44203877474945" "-0.748390061979045"
"0.225" "0.7" "0.0075" "3.93188854918517" "2.44173051699788" "-0.310591467431743"
"0.225" "0.7" "0.0075" "3.93188854918517" "2.44173051699788" "-0.310591467431743"
"0.226" "0.7" "0.006" "4.571842659492" "2.44145886568764" "-0.758830995956757"
"0.226" "0.7" "0.0075" "3.94318656227736" "2.44114559550719" "-0.319084998086962"
"0.226" "0.7" "0.0075" "3.94318656227736" "2.44114559550719" "-0.319084998086962"
"0.227" "0.7" "0.006" "4.58593033131405" "2.44087928369891" "-0.769271948220926"
"0.227" "0.7" "0.0075" "3.95448520499349" "2.44056099769976" "-0.32757864579568"
"0.227" "0.7" "0.0075" "3.95448520499349" "2.44056099769976" "-0.32757864579568"
"0.228" "0.7" "0.006" "4.60001849177888" "2.44030002628863" "-0.779712917956589"
"0.228" "0.7" "0.0075" "3.96578447487758" "2.43997672141907" "-0.336072410995237"
"0.228" "0.7" "0.0075" "3.96578447487758" "2.43997672141907" "-0.336072410995237"
"0.228" "0.7" "0.01" "3.33570430271006" "2.44005109607062" "0.105058084173584"
"0.229" "0.7" "0.006" "4.61410713617349" "2.43972109098431" "-0.790153904337132"
"0.229" "0.7" "0.0075" "3.97708436944633" "2.43939276452204" "-0.344566294090385"
"0.229" "0.7" "0.0075" "3.97708436944633" "2.43939276452204" "-0.344566294090385"
"0.229" "0.7" "0.01" "3.34422269040195" "2.43946362533718" "0.0985077420558191"
"0.23" "0.7" "0.006" "4.62819625980406" "2.4391424753275" "-0.800594906535349"
"0.23" "0.7" "0.0075" "3.98838488618846" "2.43880912487738" "-0.353060295454544"
"0.23" "0.7" "0.0075" "3.98838488618846" "2.43880912487738" "-0.353060295454544"
"0.23" "0.7" "0.01" "3.35274168413101" "2.43887646200497" "0.091957283113262"
"0.231" "0.7" "0.006" "4.64228585799613" "2.4385641768718" "-0.811035923725495"
"0.231" "0.7" "0.0075" "3.99968602256618" "2.43822580036565" "-0.361554415430676"
"0.231" "0.7" "0.0075" "3.99968602256618" "2.43822580036565" "-0.361554415430676"
"0.231" "0.7" "0.01" "3.36126128381394" "2.43828960418855" "0.0854067055187904"
"0.232" "0.7" "0.006" "4.65637592609748" "2.4379861931909" "-0.821476955077339"
"0.232" "0.7" "0.0075" "4.01098777601632" "2.43764278888382" "-0.370048654327606"
"0.232" "0.7" "0.0075" "4.01098777601632" "2.43764278888382" "-0.370048654327606"
"0.232" "0.7" "0.01" "3.36978148933662" "2.43770305002057" "0.0788560074849429"
"0.233" "0.7" "0.006" "4.67046645947855" "2.43740852187113" "-0.831917999763858"
"0.233" "0.7" "0.0075" "4.02229014395303" "2.43706008833808" "-0.378543012429044"
"0.233" "0.7" "0.0075" "4.02229014395303" "2.43706008833808" "-0.378543012429044"
"0.233" "0.7" "0.01" "3.37830230055572" "2.43711679764437" "0.0723051872553664"
"0.234" "0.7" "0.006" "4.68455745353465" "2.43683116051618" "-0.842359056958081"
"0.234" "0.7" "0.0075" "4.03359312376555" "2.43647769664795" "-0.387037489987941"
"0.234" "0.7" "0.0075" "4.03359312376555" "2.43647769664795" "-0.387037489987941"
"0.234" "0.7" "0.01" "3.38682371729735" "2.4365308452159" "0.0657542431077585"
"0.235" "0.7" "0.006" "4.69864890368734" "2.43625410674529" "-0.85280012583585"
"0.235" "0.7" "0.0075" "4.04489671282216" "2.43589561174539" "-0.395532087230116"
"0.235" "0.7" "0.0075" "4.04489671282216" "2.43589561174539" "-0.395532087230116"
"0.235" "0.7" "0.01" "3.39534573935996" "2.43594519090117" "0.0592031733491969"
"0.236" "0.7" "0.006" "4.71274080538746" "2.43567735819113" "-0.863241205580094"
"0.236" "0.7" "0.0075" "4.05620090847005" "2.43531383157793" "-0.404026804351101"
"0.236" "0.7" "0.0075" "4.05620090847005" "2.43531383157793" "-0.404026804351101"
"0.236" "0.7" "0.01" "3.40386836651267" "2.43535983288172" "0.0526519763228488"
"0.237" "0.7" "0.006" "4.72683315411252" "2.43510091250545" "-0.873682295373315"
"0.237" "0.7" "0.0075" "4.06750570803747" "2.43473235410015" "-0.412521641526087"
"0.237" "0.7" "0.01" "3.41239159849609" "2.43477476934791" "0.046100650400644"
"0.238" "0.7" "0.006" "4.7409259453728" "2.43452476735152" "-0.884123394409446"
"0.238" "0.7" "0.0075" "4.07881110883295" "2.43415117728194" "-0.421016598901129"
"0.238" "0.7" "0.01" "3.42091543502395" "2.43418999850304" "0.0395491939862818"
"0.239" "0.7" "0.006" "4.7550191747106" "2.43394892040762" "-0.894564501889805"
"0.239" "0.7" "0.0075" "4.09011710814721" "2.43357029910382" "-0.429511676599222"
"0.239" "0.7" "0.01" "3.42943987578215" "2.43360551856065" "0.0329976055131471"
"0.24" "0.7" "0.006" "4.76911283770205" "2.43337336937335" "-0.905005617018088"
"0.24" "0.7" "0.0075" "4.10142370325637" "2.43298971756006" "-0.438006874719401"
"0.24" "0.7" "0.01" "3.43796492043008" "2.43302132774838" "0.0264458834473298"
"0.241" "0.7" "0.006" "4.78320692995822" "2.43279811195667" "-0.915446739014081"
"0.241" "0.7" "0.0075" "4.11273089141912" "2.43240943065342" "-0.446502193339962"
"0.241" "0.7" "0.01" "3.44649056859989" "2.43243742430122" "0.0198940262812979"
"0.242" "0.7" "0.006" "4.79730144712826" "2.43222314588327" "-0.92588786710651"
"0.242" "0.7" "0.0075" "4.1240386698806" "2.43182943640387" "-0.454997632512555"
"0.242" "0.7" "0.01" "3.45501681989896" "2.43185380646913" "0.0133420325398634"
"0.243" "0.7" "0.006" "4.81139638489564" "2.43164846889546" "-0.936329000531484"
"0.243" "0.7" "0.0075" "4.13534703587354" "2.43124973283723" "-0.463493192274249"
"0.243" "0.7" "0.01" "3.46354367390834" "2.43127047251126" "0.00678990077542618"
"0.244" "0.7" "0.006" "4.82549173898664" "2.4310740787503" "-0.946770138540349"
"0.244" "0.7" "0.0075" "4.14665598661831" "2.43067031799527" "-0.471988872637545"
"0.244" "0.7" "0.01" "3.47207113018448" "2.43068742069707" "0.000237629567937603"
"0.245" "0.7" "0.006" "4.83958750516777" "2.43049997321781" "-0.957211280399624"
"0.245" "0.7" "0.0075" "4.15796551932343" "2.43009118992672" "-0.480484673599689"
"0.245" "0.7" "0.01" "3.48059918825871" "2.4301046493077" "-0.00631478247339112"
"0.246" "0.7" "0.006" "4.85368367924646" "2.4299261500855" "-0.967652425387022"
"0.246" "0.7" "0.0075" "4.16927563118874" "2.42951234669699" "-0.488980595135126"
"0.246" "0.7" "0.01" "3.48912784763862" "2.42952215663558" "-0.0128673367114573"
"0.247" "0.7" "0.006" "4.86778025707407" "2.42935260715037" "-0.978093572801479"
"0.247" "0.7" "0.0075" "4.18058631940459" "2.42893378638063" "-0.497476637202582"
"0.247" "0.7" "0.01" "3.49765710780837" "2.42893994098298" "-0.0194200344828812"
"0.248" "0.7" "0.006" "4.88187723454551" "2.4287793422338" "-0.988534721948052"
"0.248" "0.7" "0.0075" "4.19189758115434" "2.42835550706149" "-0.505972799746547"
"0.248" "0.7" "0.01" "3.50618696822836" "2.42835800066286" "-0.0259728770969962"
"0.249" "0.7" "0.006" "4.89597460760327" "2.42820635316411" "-0.998975872158182"
"0.249" "0.7" "0.0075" "4.20320941361463" "2.42777750683862" "-0.514469082691626"
"0.249" "0.7" "0.01" "3.51471742833667" "2.42777633399726" "-0.0325258658384135"
"0.25" "0.7" "0.006" "4.91007237223515" "2.42763363779016" "-1.00941702277445"
"0.25" "0.7" "0.0075" "4.21452181395632" "2.42719978381978" "-0.522965485949644"
"0.25" "0.7" "0.01" "3.52324848754896" "2.42719493932078" "-0.0390790019634868"
"0.25" "0.71" "0.01" "3.54690612211496" "2.39728990785726" "-0.121013438844361"
"0.25" "0.71" "0.0133333333333333" "3.03244179627402" "2.39751249251387" "0.244478817159314"
"0.25" "0.72" "0.01" "3.56910562625757" "2.36774262991952" "-0.202013420985927"
"0.25" "0.72" "0.0133333333333333" "3.05476646610677" "2.36791823577742" "0.168486380180551"
"0.25" "0.72" "0.0166666666666667" "2.74793580870755" "2.36813381254338" "0.38962003027394"
"0.25" "0.73" "0.01" "3.59001426118645" "2.33857510287145" "-0.282135307794661"
"0.25" "0.73" "0.0133333333333333" "3.07582133566608" "2.33871296089416" "0.0933633858579257"
"0.25" "0.73" "0.0166666666666667" "2.76892180103268" "2.33888938228967" "0.317576467535812"
"0.25" "0.73" "0.02" "2.56524348560063" "2.3390666616361" "0.466438917147644"
"0.25" "0.74" "0.01" "3.60977027307313" "2.3098036468538" "-0.361426355220313"
"0.25" "0.74" "0.0133333333333333" "3.09573315041872" "2.30991081774743" "0.0190682864375775"
"0.25" "0.74" "0.0166666666666667" "2.78878884469344" "2.31005443565186" "0.246350690578714"
"0.25" "0.74" "0.02" "2.58500689818144" "2.31020064007419" "0.397295535419922"
"0.25" "0.75" "0.01" "3.6284896097642" "2.28144013316227" "-0.43992707416088"
"0.25" "0.75" "0.0133333333333333" "3.11461188615217" "2.28152210832108" "-0.0544368062930531"
"0.25" "0.75" "0.0166666666666667" "2.80764048539553" "2.28163807653138" "0.175907712484726"
"0.25" "0.75" "0.02" "2.60377366511714" "2.28175770600007" "0.32892745716222"
"0.25" "0.76" "0.01" "3.64627425716976" "2.25349288566659" "-0.517675549782429"
"0.25" "0.76" "0.0133333333333333" "3.13255370822518" "2.25355399694889" "-0.127186821302248"
"0.25" "0.76" "0.0166666666666667" "2.8255682573026" "2.25364653453697" "0.10621465898699"
"0.25" "0.76" "0.02" "2.62163170212299" "2.25374335429288" "0.261303260679407"
"0.25" "0.77" "0.01" "3.66321488934518" "2.22596736495755" "-0.594708099838231"
"0.25" "0.77" "0.0133333333333333" "3.14964625593157" "2.22601107198453" "-0.199216545082781"
"0.25" "0.77" "0.0166666666666667" "2.84265609625304" "2.22608365990292" "0.0372384657880813"
"0.25" "0.77" "0.02" "2.63866196597475" "2.22616083794765" "0.19439112414709"
"0.25" "0.78" "0.01" "3.67939525161984" "2.19886670075062" "-0.671061595512858"
"0.25" "0.78" "0.0133333333333333" "3.16597059789495" "2.1988957969293" "-0.270561269428753"
"0.25" "0.78" "0.0166666666666667" "2.85898213957511" "2.1989513272814" "-0.0310547415871882"
"0.25" "0.78" "0.02" "2.65494019439114" "2.19901154230815" "0.128158190683056"
"0.25" "0.79" "0.01" "3.69489662472129" "2.17219211415882" "-0.746776219371005"
"0.25" "0.79" "0.0133333333333333" "3.18160531773827" "2.17220887724337" "-0.341259323769864"
"0.25" "0.79" "0.0166666666666667" "2.87462241467976" "2.17224976820103" "-0.0987019393959812"
"0.25" "0.79" "0.02" "2.67054037916032" "2.17229529533292" "0.0625683957962662"
"0.25" "0.8" "0.01" "3.70980470298906" "2.14594325727208" "-0.821900505119165"
"0.25" "0.8" "0.0133333333333333" "3.19663228935256" "2.14594956141333" "-0.411356270068719"
"0.25" "0.8" "0.0166666666666667" "2.88965618542175" "2.14597784677654" "-0.165747101560864"
"0.25" "0.8" "0.02" "2.68553993389156" "2.14601062637886" "-0.00242132073438039"
"0.25" "0.81" "0.01" "3.72422426611207" "2.12011848657646" "-0.89650316897431"
"0.25" "0.81" "0.0133333333333333" "3.21114858373892" "2.12011588904413" "-0.480914463784401"
"0.25" "0.81" "0.0166666666666667" "2.90417697046336" "2.12013328924643" "-0.23225005682889"
"0.25" "0.81" "0.02" "2.70003043063527" "2.12015498277954" "-0.0668696660350352"
"0.25" "0.82" "0.01" "3.7383203935393" "2.09471502793109" "-0.970707694771141"
"0.25" "0.82" "0.0133333333333333" "3.22529903641643" "2.09470488099127" "-0.550040328870198"
"0.25" "0.82" "0.0166666666666667" "2.91832246700508" "2.09471286784089" "-0.298311555103273"
"0.25" "0.82" "0.02" "2.71414684953066" "2.09472490619195" "-0.130875510423197"
"0.25" "0.83" "0.01" "3.75271619105543" "2.06972954029778" "-1.04502489827823"
"0.25" "0.83" "0.0133333333333333" "3.23949922908316" "2.0697128302207" "-0.619071529918324"
"0.25" "0.83" "0.0166666666666667" "2.93245774585498" "2.06971261638154" "-0.364227312678094"
"0.25" "0.83" "0.02" "2.72824351396504" "2.0697162259232" "-0.194725890667788"
"0.251" "0.7" "0.006" "4.92417052447815" "2.42706119396715" "-1.01985817316755"
"0.251" "0.7" "0.0075" "4.22583477934676" "2.4266223361223" "-0.531462009420427"
"0.251" "0.7" "0.01" "3.53178014525969" "2.42661381497574" "-0.0456322867060477"
"0.252" "0.7" "0.006" "4.93826906041803" "2.42648901957683" "-1.03029932271579"
"0.252" "0.7" "0.0075" "4.23714830694908" "2.42604516187719" "-0.53995865298717"
"0.252" "0.7" "0.01" "3.54031240084118" "2.42603295931552" "-0.0521857212733057"
"0.253" "0.7" "0.006" "4.95236797619083" "2.4259171125061" "-1.04074047082748"
"0.253" "0.7" "0.0075" "4.2484623939249" "2.42546825922647" "-0.548455416520962"
"0.253" "0.7" "0.01" "3.54884525364543" "2.42545237070386" "-0.0587393068479485"
"0.254" "0.7" "0.006" "4.9664672679858" "2.42534547066089" "-1.05118161692917"
"0.254" "0.7" "0.0075" "4.25977703743537" "2.42489162632128" "-0.556952299883482"
"0.254" "0.7" "0.01" "3.55737870300475" "2.42487204751573" "-0.0652930445875892"
"0.255" "0.7" "0.006" "4.98056693204118" "2.42477409196172" "-1.06162276046711"
"0.255" "0.7" "0.0075" "4.27109223464024" "2.42431526132553" "-0.565449302922635"
"0.255" "0.7" "0.01" "3.56591274823072" "2.42429198813102" "-0.0718469356304841"
"0.256" "0.7" "0.006" "4.99466696465464" "2.42420297434067" "-1.07206390091758"
"0.256" "0.7" "0.0075" "4.28240798270215" "2.42373916241327" "-0.573946425478236"
"0.256" "0.7" "0.01" "3.57444738861635" "2.42371219094545" "-0.0784009810859936"
"0.257" "0.7" "0.006" "5.00876736217279" "2.42363211574966" "-1.08250503777129"
"0.257" "0.7" "0.0075" "4.29372427878478" "2.42316332776772" "-0.582443667381626"
"0.257" "0.7" "0.01" "3.58298262343556" "2.42313265435847" "-0.0849551820464223"
"0.258" "0.7" "0.006" "5.0228681210021" "2.42306151415012" "-1.09294617055135"
"0.258" "0.7" "0.0075" "4.30504112005528" "2.42258775558424" "-0.590941028454449"
"0.258" "0.7" "0.01" "3.59151845194445" "2.42255337678398" "-0.091509539577141"
"0.259" "0.7" "0.006" "5.03696923760345" "2.42249116751878" "-1.10338729880364"
"0.259" "0.7" "0.0075" "4.31635850368607" "2.42201244406935" "-0.599438508510903"
"0.259" "0.7" "0.01" "3.60005487338104" "2.42197435664207" "-0.0980640547246554"
"0.26" "0.7" "0.006" "5.05107070849796" "2.42192107384884" "-1.11382842209973"
"0.26" "0.7" "0.0075" "4.32767642685419" "2.42143739143768" "-0.607936107360254"
"0.26" "0.7" "0.01" "3.6085918869664" "2.42139559236306" "-0.104618728513417"
"0.26" "0.7" "0.0133333333333333" "3.07326957152023" "2.42165497327239" "0.270366273208227"
"0.261" "0.7" "0.006" "5.06517253026316" "2.42135123115007" "-1.12426954003414"
"0.261" "0.7" "0.0075" "4.33899488674344" "2.42086259591715" "-0.616433824803261"
"0.261" "0.7" "0.01" "3.6171294919051" "2.42081708238667" "-0.111173561946904"
"0.262" "0.7" "0.006" "5.07927469953857" "2.42078163743882" "-1.13471065223818"
"0.262" "0.7" "0.0075" "4.35031388054652" "2.420288055746" "-0.624931660636572"
"0.262" "0.7" "0.01" "3.62566768738506" "2.42023882516151" "-0.117728556008029"
"0.262" "0.7" "0.0133333333333333" "3.08619029822087" "2.42049363337393" "0.260160424619324"
"0.263" "0.7" "0.006" "5.09337721302138" "2.42021229075267" "-1.14515175836229"
"0.263" "0.7" "0.0075" "4.361633405463" "2.41971376917045" "-0.633429614653649"
"0.263" "0.7" "0.01" "3.63420647257949" "2.41966081914568" "-0.12428371165996"
"0.264" "0.7" "0.006" "5.10748006747372" "2.41964318914027" "-1.15559285809133"
"0.264" "0.7" "0.0075" "4.37295345870253" "2.41913973445019" "-0.64192768664158"
"0.264" "0.7" "0.01" "3.64274584664606" "2.41908306280484" "-0.130839029847405"
"0.264" "0.7" "0.0133333333333333" "3.09911316532869" "2.41933327625693" "0.249954060526842"
"0.265" "0.7" "0.006" "5.12158325971796" "2.41907433066671" "-1.16603395113587"
"0.265" "0.7" "0.0075" "4.3842740374872" "2.41856594985142" "-0.650425876389623"
"0.265" "0.7" "0.01" "3.65128580872762" "2.41850555461456" "-0.13739451149477"
"0.266" "0.7" "0.006" "5.13568678664092" "2.4185057134092" "-1.17647503723944"
"0.266" "0.7" "0.0075" "4.39559513904996" "2.41799241365448" "-0.658924183680496"
"0.266" "0.7" "0.01" "3.65982635795379" "2.41792829306055" "-0.143950157507103"
"0.266" "0.7" "0.0133333333333333" "3.11203817702434" "2.41817389070186" "0.23974716678482"
"0.267" "0.7" "0.006" "5.14979064519209" "2.41793733545809" "-1.18691611617637"
"0.267" "0.7" "0.0075" "4.40691676063615" "2.41741912414689" "-0.66742260829841"
"0.267" "0.7" "0.01" "3.6683674934405" "2.41735127663552" "-0.150505968772828"
"0.268" "0.7" "0.006" "5.1638948323889" "2.41736919492021" "-1.19735718775201"
"0.268" "0.7" "0.0075" "4.41823889950521" "2.41684607962991" "-0.675921150023736"
"0.268" "0.7" "0.01" "3.67690921429101" "2.41677450384146" "-0.157061946162248"
"0.268" "0.7" "0.0133333333333333" "3.1249653372722" "2.41701546562385" "0.229539729533315"
"0.269" "0.7" "0.006" "5.17799934531145" "2.41680128991589" "-1.20779825180213"
"0.269" "0.7" "0.0075" "4.42956155293397" "2.41627327841078" "-0.684419808643"
"0.269" "0.7" "0.01" "3.68545151959603" "2.41619797318755" "-0.163618090529673"
"0.27" "0.7" "0.006" "5.19210418110805" "2.41623361857808" "-1.21823930819756"
"0.27" "0.7" "0.0075" "4.44088471821193" "2.415700718809" "-0.692918583939353"
"0.27" "0.7" "0.01" "3.69399440843514" "2.41562168319217" "-0.170174402712428"
"0.27" "0.7" "0.0133333333333333" "3.1378946498291" "2.41585799006932" "0.219331735188955"
"0.271" "0.7" "0.006" "5.2062093369941" "2.41566617905661" "-1.22868035683925"
"0.271" "0.7" "0.0075" "4.45220839264814" "2.41512839915519" "-0.701417475698512"
"0.271" "0.7" "0.01" "3.70253787987622" "2.4150456323847" "-0.176730883528656"
