"0.01"	"0.4999999999999999"	"0.001284120512713"
"0.01"	"0.5099999999999999"	"0.0012843540231452"
"0.01"	"0.5199999999999999"	"0.0012845787265962"
"0.01"	"0.5299999999999999"	"0.0012847951416132"
"0.01"	"0.5399999999999999"	"0.0012850037364455"
"0.01"	"0.5499999999999999"	"0.0012852049686151"
"0.01"	"0.5599999999999999"	"0.001285399274798"
"0.01"	"0.57"	"0.0012855870531738"
"0.01"	"0.58"	"0.0012857686795777"
"0.01"	"0.59"	"0.0012859445101708"
"0.01"	"0.6"	"0.0012861148839774"
"0.01"	"0.61"	"0.0012862801253353"
"0.01"	"0.62"	"0.0012864405463002"
"0.01"	"0.6299999999999999"	"0.001286596449052"
"0.01"	"0.6399999999999999"	"0.0012867481283546"
"0.01"	"0.6499999999999999"	"0.0012868958741311"
"0.01"	"0.6599999999999999"	"0.0012870399655783"
"0.01"	"0.6699999999999999"	"0.0012871806646055"
"0.01"	"0.6799999999999999"	"0.0012873182895664"
"0.01"	"0.69"	"0.0012874531406363"
"0.01"	"0.7"	"0.0012875855311359"
"0.01"	"0.71"	"0.0012877157937215"
"0.01"	"0.72"	"0.0012878442885072"
"0.01"	"0.73"	"0.001287971315617"
"0.01"	"0.74"	"0.0012880973405494"
"0.01"	"0.75"	"0.0012882229405009"
"0.01"	"0.76"	"0.0012883484766164"
"0.01"	"0.77"	"0.0012884748345859"
"0.01"	"0.78"	"0.0012886027608372"
"0.01"	"0.7899999999999999"	"0.0012887332627942"
"0.01"	"0.7999999999999999"	"0.0012888676394465"
"0.01"	"0.8099999999999999"	"0.0012890076598251"
"0.01"	"0.82"	"0.0012891553728338"
"0.01"	"0.83"	"0.0012893135026954"
"0.01"	"0.84"	"0.0012894850588912"
"0.01"	"0.8499999999999999"	"0.0012896741067437"
"0.01"	"0.8599999999999999"	"0.0012898850458896"
"0.01"	"0.8699999999999999"	"0.0012901232447351"
"0.01"	"0.8799999999999999"	"0.0012903947262048"
"0.01"	"0.8899999999999999"	"0.0012907067317515"
"0.01"	"0.8999999999999999"	"0.0012910672596546"
"0.01"	"0.9099999999999999"	"0.001291485456272"
"0.01"	"0.9199999999999999"	"0.0012919720358866"
"0.01"	"0.9299999999999999"	"0.0012925397207283"
"0.01"	"0.94"	"0.0012932027667608"
"0.01"	"0.95"	"0.0012939770245799"
"0.01"	"0.96"	"0.0012948814021062"
"0.01"	"0.97"	"0.0012959379344851"
"0.01"	"0.98"	"0.0012971703551172"
"0.01"	"0.99"	"0.0012986056966395"
"0.01"	"1"	"0.0013002764840807"
"0.01"	"1"	"0.0013002764840807"
"0.01"	"1.01"	"0.0013022183168182"
"0.01"	"1.01"	"0.001302218316818"
"0.01"	"1.02"	"0.0013044713839675"
"0.01"	"1.02"	"0.0013044713839695"
"0.01"	"1.03"	"0.0013070809331592"
"0.01"	"1.03"	"0.0013070809331631"
"0.01"	"1.04"	"0.0013100977729472"
"0.01"	"1.04"	"0.0013100977729411"
"0.01"	"1.05"	"0.001313578810086"
"0.01"	"1.05"	"0.0013135788100948"
"0.01"	"1.06"	"0.0013175876231041"
"0.01"	"1.06"	"0.0013175876231159"
"0.01"	"1.0699999999999998"	"0.00132219507333"
"0.01"	"1.07"	"0.001322192323852"
"0.01"	"1.07"	"0.0013221950733147"
"0.01"	"1.08"	"0.0013274772889164"
"0.01"	"1.08"	"0.0013274799548972"
"0.01"	"1.0899999999999999"	"0.0013335296854517"
"0.01"	"1.09"	"0.0013335270247887"
"0.01"	"1.09"	"0.0013335296854278"
"0.01"	"1.0999999999999999"	"0.0013404410385447"
"0.01"	"1.1"	"0.0013404383179152"
"0.01"	"1.1"	"0.0013404410385155"
"0.01"	"1.1099999999999999"	"0.00134832092031"
"0.01"	"1.11"	"0.0013483180847706"
"0.01"	"1.11"	"0.0013483209202748"
"0.01"	"1.1199999999999999"	"0.0013572871915426"
"0.01"	"1.12"	"0.0013572841943037"
"0.01"	"1.12"	"0.0013572871915007"
"0.01"	"1.13"	"0.001367469537586"
"0.01"	"1.1300000000000001"	"0.0013674663380902"
"0.01"	"1.1300000000000001"	"0.0013674695375365"
"0.01"	"1.14"	"0.0013790103879753"
"0.01"	"1.1400000000000001"	"0.0013790069502469"
"0.01"	"1.1400000000000001"	"0.0013790103879173"
"0.01"	"1.15"	"0.0013920621791942"
"0.01"	"1.15"	"0.0013920658878936"
"0.01"	"1.16"	"0.0014068069239172"
"0.01"	"1.1600000000000001"	"0.0014068029132558"
"0.01"	"1.1600000000000001"	"0.0014068069238392"
"0.01"	"1.17"	"0.0014234158617852"
"0.01"	"1.17"	"0.0014234202042391"
"0.01"	"1.18"	"0.0014421093974258"
"0.01"	"1.1800000000000002"	"0.0014421046928815"
"0.01"	"1.1800000000000002"	"0.001442109397323"
"0.01"	"1.19"	"0.001463091227653"
"0.01"	"1.19"	"0.0014630963253064"
"0.01"	"1.2"	"0.0014866222095152"
"0.01"	"1.2"	"0.0014866166891868"
"0.01"	"1.2"	"0.0014866222135563"
"0.01"	"1.21"	"0.0015129430016028"
"0.01"	"1.21"	"0.0015129430016028"
"0.01"	"1.21"	"0.0015129489890969"
"0.01"	"1.22"	"0.0015423541304355"
"0.01"	"1.22"	"0.0015423541304355"
"0.01"	"1.22"	"0.001542360622167"
"0.01"	"1.23"	"0.0015751574496215"
"0.01"	"1.23"	"0.0015751574496215"
"0.01"	"1.23"	"0.0015751644926961"
"0.01"	"1.24"	"0.0016116851119695"
"0.01"	"1.24"	"0.0016116851119695"
"0.01"	"1.24"	"0.0016116927613398"
