"0.026"	"1"	"0.2"	"2.8916182342196586"	"-0.1171650297754084"	"-0.0263886650216801"	"0.0602132270652238"
"0.03"	"1"	"0.2"	"2.892891840876438"	"-0.1058445604451121"	"-0.0188442803175548"	"0.0518882972263155"
"0.034"	"1"	"0.2"	"2.8938124410187274"	"-0.0982315125965042"	"-0.0138562231618069"	"0.045609189883448"
"0.038"	"1"	"0.2"	"2.894571573790669"	"-0.0928207782355135"	"-0.010368057316709"	"0.040698268625132"
"0.042"	"1"	"0.2"	"2.8952496509214427"	"-0.0888018997243207"	"-0.0078196897167048"	"0.0367492254797928"
"0.046"	"1"	"0.2"	"2.895883974775477"	"-0.0857063472206806"	"-0.0058908765500034"	"0.0335030051043638"
"0.05"	"1"	"0.2"	"2.8964932636946212"	"-0.0832476812997289"	"-0.0043874130620779"	"0.0307863556011148"
"0.05"	"1"	"0.2"	"2.8964932636946212"	"-0.0832476812997289"	"-0.0043874130620779"	"0.0307863556011148"
"0.055"	"1"	"0.2"	"2.8972344670595103"	"-0.0807970432705221"	"-0.0029223899738609"	"0.0279552678748006"
"0.06"	"1"	"0.2"	"2.897962422665774"	"-0.0788303128326158"	"-0.0017783127510912"	"0.0256024724771579"
"0.065"	"1"	"0.2"	"2.89868261294289"	"-0.077203560153521"	"-0.0008591330604785"	"0.0236158253862042"
"0.07"	"1"	"0.2"	"2.8993980578267258"	"-0.0758226719389777"	"-0.0001022686830607"	"0.0219157921286475"
"0.075"	"1"	"0.2"	"2.9001105015439346"	"-0.0746240014660724"	"0.0005344854489172"	"0.0204443719124166"
"0.08"	"1"	"0.2"	"2.9008209928889435"	"-0.0735632457396889"	"0.0010804400292249"	"0.0191582573321505"
"0.085"	"1"	"0.2"	"2.901530184662476"	"-0.0726087938801499"	"0.0015564705682721"	"0.0180244502488667"
