"0.01"	"0.1"	"0.8"	"2.2489094299691037"	"1.6006024681774134"	"1.6101159398764855"	"0.1284764102885058"
"0.012"	"0.1"	"0.8"	"2.2499415317060207"	"1.6089176632878548"	"1.6195795077553385"	"0.1068203081487164"
"0.014"	"0.1"	"0.8"	"2.251211493547338"	"1.617201313247951"	"1.629723303134834"	"0.0913643799429516"
"0.016"	"0.1"	"0.8"	"2.2527303693662564"	"1.6265003380345722"	"1.641555601993315"	"0.0797588416002852"
"0.018"	"0.1"	"0.8"	"2.254522954567266"	"1.637612764611757"	"1.655902695366946"	"0.0707051299695934"
"0.02"	"0.1"	"0.8"	"2.256616318569497"	"1.651145469862104"	"1.6733604951436112"	"0.0634284987217015"
"0.022"	"0.1"	"0.8"	"2.2590243728587853"	"1.6672055028452455"	"1.6938515780979224"	"0.057444071751797"
"0.024"	"0.1"	"0.8"	"2.2617276520804257"	"1.6850510255121134"	"1.7162140885940886"	"0.0524398862492752"
"0.026"	"0.1"	"0.8"	"2.264665358096835"	"1.7033698864343718"	"1.7386529138349684"	"0.0482058890320086"
"0.028"	"0.1"	"0.8"	"2.2677522206681746"	"1.7210300962243263"	"1.7597352848599366"	"0.044588839615963"
"0.03"	"0.1"	"0.8"	"2.270903855463265"	"1.7374303652791896"	"1.778781851041847"	"0.0414703122450504"
"0.032"	"0.1"	"0.8"	"2.274051392475785"	"1.7523831952932818"	"1.795655226574553"	"0.0387574990399815"
"0.034"	"0.1"	"0.8"	"2.2771443965566407"	"1.765916045467462"	"1.8104782468690421"	"0.036377698633489"
"0.036"	"0.1"	"0.8"	"2.280148348389655"	"1.778143693366421"	"1.8234647133558284"	"0.0342738453730863"
"0.038"	"0.1"	"0.8"	"2.2830408936216786"	"1.7892063024706213"	"1.8348418899224246"	"0.0324008602820498"
"0.04"	"0.1"	"0.8"	"2.285808473711315"	"1.7992434032339717"	"1.8448205176067927"	"0.0307228153011992"
"0.042"	"0.1"	"0.8"	"2.288443709933561"	"1.8083848035085106"	"1.8535857544869587"	"0.0292107935674654"
"0.044"	"0.1"	"0.8"	"2.290943488176902"	"1.8167496187936023"	"1.8612965770881542"	"0.0278412914070349"
"0.046"	"0.1"	"0.8"	"2.293307593274172"	"1.8244510265466798"	"1.8680882947863393"	"0.02659502558013"
"0.048"	"0.1"	"0.8"	"2.2955377458724326"	"1.8316199928275398"	"1.874075538409185"	"0.0254560214778378"
"0.05"	"0.1"	"0.8"	"2.297639591846612"	"1.8381042866699848"	"1.8796592056411385"	"0.0244140626523104"
