151006104938    4   12    4096      64       0       0   4.3081e+09
151006104938    4   12    4096      64       0       1   4.2754e+09
151006104938    4   12    4096      64       0       2   4.2753e+09
151006104938    4   12    4096      64       0       3   4.3036e+09
151006104938    4   12    4096      64       0       4   4.3116e+09
151006104938    4   12    4096      64       0       5   4.2917e+09
151006104938    4   12    4096      64       0       6   4.3121e+09
151006104938    4   12    4096      64       0       7   4.3072e+09
151006104938    4   12    4096      64       0       8   4.3117e+09
151006104938    4   12    4096      64       0       9   4.2858e+09
151006104938    4   12    4096      64       0      10   4.2939e+09
151006104938    4   12    4096      64       0      11   4.3036e+09
151006104938    4   12    4096      64       0      12   4.2699e+09
151006104938    4   12    4096      64       0      13   4.2911e+09
151006104938    4   12    4096      64       0      14   4.2691e+09
151006104938    4   12    4096      64       0      15   4.2958e+09
151006104938    4   12    4096      64       0      16   4.2923e+09
151006104938    4   12    4096      64       0      17   4.2932e+09
151006104938    4   12    4096      64       0      18   4.2974e+09
151006104938    4   12    4096      64       0      19   4.2976e+09
151006104938    4   12    4096      64       0      20   4.2866e+09
151006104938    4   12    4096      64       0      21   4.3154e+09
151006104938    4   12    4096      64       0      22   4.2745e+09
151006104938    4   12    4096      64       0      23   4.2831e+09
151006104938    4   12    4096      64       0      24   4.3042e+09
151006104938    4   12    4096      64       0      25   4.2962e+09
151006104938    4   12    4096      64       0      26   4.3096e+09
151006104938    4   12    4096      64       0      27   4.2844e+09
151006104938    4   12    4096      64       0      28   4.3025e+09
151006104938    4   12    4096      64       0      29   4.2987e+09
151006104938    4   12    4096      64       0      30   4.2861e+09
151006104938    4   12    4096      64       0      31    4.299e+09
151006104938    4   12    4096      64       0      32   4.2982e+09
151006104938    4   12    4096      64       0      33   4.2986e+09
151006104938    4   12    4096      64       0      34   4.2823e+09
151006104938    4   12    4096      64       0      35   4.3116e+09
151006104938    4   12    4096      64       0      36   4.2942e+09
151006104938    4   12    4096      64       0      37   4.2814e+09
151006104938    4   12    4096      64       0      38   4.2871e+09
151006104938    4   12    4096      64       0      39   4.2709e+09
151006104938    4   12    4096      64       0      40   4.3243e+09
151006104938    4   12    4096      64       0      41   4.2878e+09
151006104938    4   12    4096      64       0      42    4.301e+09
151006104938    4   12    4096      64       0      43     4.31e+09
151006104938    4   12    4096      64       0      44   4.2844e+09
151006104938    4   12    4096      64       0      45   4.2902e+09
151006104938    4   12    4096      64       0      46   4.3036e+09
151006104938    4   12    4096      64       0      47   4.2989e+09
151006104938    4   12    4096      64       0      48   4.3051e+09
151006104938    4   12    4096      64       0      49   4.3045e+09
151006104938    4   12    4096      64       0      50   4.2869e+09
151006104938    4   12    4096      64       0      51   4.2724e+09
151006104938    4   12    4096      64       0      52    4.299e+09
151006104938    4   12    4096      64       0      53   4.2902e+09
151006104938    4   12    4096      64       0      54   4.3035e+09
151006104938    4   12    4096      64       0      55   4.3084e+09
151006104938    4   12    4096      64       0      56   4.2932e+09
151006104938    4   12    4096      64       0      57   4.2948e+09
151006104938    4   12    4096      64       0      58   4.2865e+09
151006104938    4   12    4096      64       0      59   4.3057e+09
151006104938    4   12    4096      64       0      60    4.279e+09
151006104938    4   12    4096      64       0      61   4.2757e+09
151006104938    4   12    4096      64       0      62   4.3042e+09
151006104938    4   12    4096      64       0      63   4.2874e+09
