151016111311    4   10    4096      64       1       0       0       2045.5      0.75917      0.27029    0.0085028    -0.025216    0.0018887
151016111319    4   10    4096      64       1     0.1       0       2045.5      0.75917      0.27029    0.0085028    -0.025216    0.0018887
151016111327    4   10    4096      64       1     0.2       0       2045.5      0.75917      0.27029    0.0085028    -0.025216    0.0018887
151016111437    4   10    4096      64       1       0       0       2045.5      0.76828      0.27029    0.0085066    -0.025216    0.0018998
151016111439    4   10    4096      64       1     0.1       0       2045.5      0.76828      0.27029    0.0085066    -0.025216    0.0018998
151016111441    4   10    4096      64       1     0.2       0       2045.5      0.76828      0.27029    0.0085066    -0.025216    0.0018998
151016111442    4   10    4096      64       1     0.3       0       2045.5      0.76828      0.27029    0.0085066    -0.025216    0.0018998
151016111444    4   10    4096      64       1     0.4       0       2045.5      0.76828      0.26861     0.008158    -0.025216    0.0018998
151016111445    4   10    4096      64       1     0.5       0       2045.5      0.76828      0.25846    0.0066435    -0.025216    0.0018998
151016111446    4   10    4096      64       1     0.6       0       2045.5      0.76828      0.23899    0.0062772    -0.025216    0.0018998
151016111448    4   10    4096      64       1     0.7       0       2045.5      0.76828      0.21668     0.005234    -0.025216    0.0018998
151016111449    4   10    4096      64       1     0.8       0       2045.5      0.76828      0.19243    0.0043944    -0.025216    0.0018998
151016111450    4   10    4096      64       1     0.9       0       2045.5      0.76828      0.17297    0.0041713    -0.025216    0.0018998
151016111452    4   10    4096      64       1       1       0       2045.5      0.76828      0.15469    0.0033596    -0.025216    0.0018998
151016111453    4   10    4096      64       1     1.1       0       2045.5      0.76828      0.13858    0.0030338    -0.025216    0.0018998
151016111454    4   10    4096      64       1     1.2       0       2045.5      0.76828      0.12834    0.0026806    -0.025216    0.0018998
151016111455    4   10    4096      64       1     1.3       0       2045.5      0.76828      0.11962    0.0028497    -0.025216    0.0018998
151016111456    4   10    4096      64       1     1.4       0       2045.5      0.76828      0.11308    0.0029196    -0.025216    0.0018998
151016111458    4   10    4096      64       1     1.5       0       2045.5      0.76828      0.10776    0.0030637    -0.025216    0.0018998
151016111459    4   10    4096      64       1     1.6       0       2045.5      0.76828      0.10397    0.0033835    -0.025216    0.0018998
151016111500    4   10    4096      64       1     1.7       0       2045.5      0.76828      0.10266    0.0035876    -0.025216    0.0018998
151016111501    4   10    4096      64       1     1.8       0       2045.5      0.76828      0.10197    0.0036352    -0.025216    0.0018998
151016111502    4   10    4096      64       1     1.9       0       2045.5      0.76828       0.1022    0.0037682    -0.025216    0.0018998
151016111503    4   10    4096      64       1       2       0       2045.5      0.76828       0.1024    0.0039865    -0.025216    0.0018998
151016111505    4   10    4096      64       1     2.1       0       2045.5      0.76828      0.10281    0.0042094    -0.025216    0.0018998
151016111506    4   10    4096      64       1     2.2       0       2045.5      0.76828      0.10414    0.0044017    -0.025216    0.0018998
151016111507    4   10    4096      64       1     2.3       0       2045.5      0.76828      0.10553    0.0045349    -0.025216    0.0018998
151016111508    4   10    4096      64       1     2.4       0       2045.5      0.76828       0.1072    0.0046923    -0.025216    0.0018998
151016111509    4   10    4096      64       1     2.5       0       2045.5      0.76828      0.10946    0.0048412    -0.025216    0.0018998
151016111511    4   10    4096      64       1     2.6       0       2045.5      0.76828      0.11176    0.0049973    -0.025216    0.0018998
151016111512    4   10    4096      64       1     2.7       0       2045.5      0.76828      0.11408    0.0051526    -0.025216    0.0018998
151016111513    4   10    4096      64       1     2.8       0       2045.5      0.76828      0.11604    0.0052539    -0.025216    0.0018998
151016111514    4   10    4096      64       1     2.9       0       2045.5      0.76828      0.11798    0.0053803    -0.025216    0.0018998
151016111515    4   10    4096      64       1       3       0       2045.5      0.76828       0.1201    0.0054734    -0.025216    0.0018998
151016111516    4   10    4096      64       1     3.1       0       2045.5      0.76828      0.12268    0.0055514    -0.025216    0.0018998
151016111518    4   10    4096      64       1     3.2       0       2045.5      0.76828      0.12492    0.0056442    -0.025216    0.0018998
151016111519    4   10    4096      64       1     3.3       0       2045.5      0.76828      0.12714    0.0057124    -0.025216    0.0018998
